Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	Assay Description
CCN(CC)Cc1ccc(Cc2cc3cnc(C#N)nc3n2C2CCCCC2)cc1	IC50	'='	4.7	nM	Inhibition of cathepsin K by fluorescence assay
CCCC[C@H](NC(=O)O[C@@H]1CN(C(=O)Nc2ccccc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	4.266	nM	Inhibition of human cathepsin K
CC(C)=CCCC1(C)C=Cc2c(cc(O)c3c2OC(c2ccc(O)cc2)CC3=O)O1	IC50	'='	840.0	nM	Inhibition of cathepsin K by fluorimetric assay
CN1CCC(Cc2ccccc2)(NC(=O)c2cnc(C#N)nc2NCC2CCC3(CC2)CC3)CC1	IC50	'='	140.0	nM	Inhibition of human recombinant cathepsin K by fluorometric assay
CSc1ccc(-c2ccccc2[C@@H]2CCC(F)(F)C[C@H]2C(=O)NCC#N)cc1	IC50	'='	0.28	nM	Inhibitory activity against humanized rabbit Cathepsin K
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1cccc(Cl)c1	IC50	'>'	1000.0	nM	Inhibition of recombinant rabbit Cathepsin K in a fluorescence assay
CC/C(=N\NC(N)=S)c1ccc(OCc2ccc(C(=O)OC)cc2)c(OC)c1	IC50	'='	5300.0	nM	Inhibition of human recombinant His-tagged cathepsin K using Cbz-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition by FRET assay
CCOC(=O)C1CCN(Cc2ccccc2)CC1=O	IC50	'>'	30000.0	nM	Inhibition of human recombinant His-tagged cathepsin K using Cbz-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition by FRET assay
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	2.54	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
N#CN1CC(CNC(=O)c2ccccc2)C1	IC50	'='	70.0	nM	Inhibitory activity tested against Human Cathepsin K using Z-Phe-Arg-pNA as substrate
CN1CCN(c2ccc(-c3cccc(CC(=O)NCC#N)c3)cc2)CC1	IC50	'>'	10000.0	nM	In vitro inhibitory activity against human cathepsin K, using 2 uM of Z -Leu-Arg-AMC as substrate
CCCCC(NC(=O)OCC1(c2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1	IC50	'='	0.83	nM	Inhibition of human cathepsin K
CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)OCc1ccc(Br)cc1	IC50	'='	0.25	nM	Inhibition of cathepsin K (unknown origin)
c1ccc2c3c([nH]c2c1)C(Cc1c[nH]cn1)NCC3	IC50	'='	26000.0	nM	Inhibition of cathepsin K by fluorimetric assay
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OC2CCN(C)CC2)cc1	IC50	'='	1000.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
CC(=O)N1CCN(CC#Cc2ccc(CN(CC(C)(C)C)c3ccnc(C#N)n3)cc2)CC1	IC50	'='	6.4	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	210.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin K in fluorescence assay
CCOc1ccc(-c2nc(C#N)c3ncn(CCO)c3n2)cc1C(F)(F)F	IC50	'='	282.0	nM	Inhibition of human recombinant cathepsin K
CC[C@H](C)[C@@H](/C=C/c1ccc(Cl)cc1)NC(=O)[C@@H]1CCCCN1CC(=O)c1ccccc1	IC50	'='	1400.0	nM	Inhibitory activity against cathepsin K
CCCC[C@@H](C=O)NC(=O)O[C@H](C)Cc1ccccc1	IC50	'='	100.0	nM	Inhibitory concentration against recombinant human cathepsin K determined in a fluorescence assay using 10 uM Cbz-Phe-Arg-AMC as substrate
CCC(=O)Nc1ccc(OCc2cc3cnc(C#N)nc3n2CCC2CCCCC2)cc1	IC50	'>'	1500.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
N#Cc1ccccc1N1CCN(C[C@H](O)COC[C@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin K
CC(C)C(NC(=O)OC(C)(C)C)C(=O)N1CCCCN1C#N	IC50	'='	55.0	nM	Inhibition of human recombinant cathepsin K
Cc1cccc(NC(C(=O)N2CCCCN2C#N)C(C)C)c1	IC50	'='	6.0	nM	Inhibition of human recombinant cathepsin K
CC(C)C(Nc1ccc(Cl)cc1)C(=O)N1CCCCN1C#N	IC50	'='	24.0	nM	Inhibition of human recombinant cathepsin K
CC(C)(C)OC(=O)N[C@H]1CCN(C#N)C1	IC50	'='	81.0	nM	Inhibitory concentration against human cathepsin K using 10 uM Cbz-Phe-Arg-AMC
FC(F)(F)c1cccc(Nc2nc(Nc3cccc(-c4ccsc4)c3)ncc2Cl)c1	IC50	'>'	5000.0	nM	Inhibition of human Cathepsin K using MCA-Arg-Pro-Lys-Pro-Val-Glu-NVAL-Trp-Arg-Lys-(DNP)-NH2 as substrate pretreated for 60 mins followed by substrate addition and incubated for 30 mins by microplate reader assay
COc1ccc(/C(=N/NC(N)=S)c2cccc(C(=O)c3ccc(O)cc3)c2)cc1	IC50	'='	3204.0	nM	Biological Assay: Recombinant human procathepsin K was obtained from Enzo Life Sciences. Activation of the proenzyme was performed in 32.5 mM sodium acetate pH 3.5, EDTA 1 mM, NaCl 500 mM, human procathepsin K 5.5 uM, at room temperature. Activation times were optimized and varied between 35 and 150 minutes. Cathepsin K was preincubated with test compounds at various concentrations for 5 minutes at 25C. The assay was initiated by addition of substrate Z-Phe-Arg-aminomethylcoumarin ('Z-F-R-AMC' Bacchem) and the final assay conditions were 1.5 nM cathepsin K, 50 uM Z-F-R-AMC, 150 mM sodium acetate pH 5.5, 2.5 mM EDTA (Omnipure), 2.5 mM DTT (EMD), 0.01% BRIJ 35 (Sigma), and 4.0% DMSO (Acros). Test compounds were serially diluted with DMSO and water to include a final concentration range of 10 uM to 10 pM. The reaction was monitored fluorometrically for 5 minutes at 25C. using black 96-well Corning 3686 assay microplates with a Thermo Fluoroskan Ascent FL microplate reader.
COc1ccc(/C(=N/NC(N)=S)c2cccc(/C(=N/NC(N)=S)c3ccc(OC)cc3)c2)cc1	IC50	'='	2105.0	nM	Biological Assay: Recombinant human procathepsin K was obtained from Enzo Life Sciences. Activation of the proenzyme was performed in 32.5 mM sodium acetate pH 3.5, EDTA 1 mM, NaCl 500 mM, human procathepsin K 5.5 uM, at room temperature. Activation times were optimized and varied between 35 and 150 minutes. Cathepsin K was preincubated with test compounds at various concentrations for 5 minutes at 25C. The assay was initiated by addition of substrate Z-Phe-Arg-aminomethylcoumarin ('Z-F-R-AMC' Bacchem) and the final assay conditions were 1.5 nM cathepsin K, 50 uM Z-F-R-AMC, 150 mM sodium acetate pH 5.5, 2.5 mM EDTA (Omnipure), 2.5 mM DTT (EMD), 0.01% BRIJ 35 (Sigma), and 4.0% DMSO (Acros). Test compounds were serially diluted with DMSO and water to include a final concentration range of 10 uM to 10 pM. The reaction was monitored fluorometrically for 5 minutes at 25C. using black 96-well Corning 3686 assay microplates with a Thermo Fluoroskan Ascent FL microplate reader.
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2c2oc(-c3ccc(F)cc3)nc2-c2ccc(N3CCS(=O)(=O)CC3)cc2)CC1	IC50	'='	0.5	nM	Inhibition of human Cathepsin K
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2c2nn(-c3ccc(F)cc3)cc2-c2ccc(N3CCS(=O)(=O)CC3)cc2)CC1	IC50	'='	0.5	nM	Inhibition of human Cathepsin K
N#CC1(NC(=O)[C@@H](Cc2cccnc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1	IC50	'>'	5000.0	nM	Inhibition of human cathepsin K
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccnn1-c1ccncc1	IC50	'='	25.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
Cn1cnc2c(C#N)nc(-c3ccc(OC4CCNCC4)c(C(F)(F)F)c3)cc21	IC50	'='	891.0	nM	Inhibition of human cathepsin K by fluorescence assay
CCOc1ccc(-c2cc3c(ncn3CCCN(C)C)c(C#N)n2)cc1C(F)(F)F	IC50	'='	270.0	nM	Inhibition of human cathepsin K by fluorescence assay
N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1ccccc1	IC50	'='	3162.28	nM	Inhibition of cathepsin K
CCCCCCC[C@H]1O[C@@H]1C(OC(=O)c1ccccc1)C(=O)NC(C)(C)C	IC50	'='	12470.0	nM	Inhibition of cathepsin K (unknown origin) peincubated for 5 mins followed by Z-FR-MCA addition by spectrofluorimetric method
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NCc1nnco1	IC50	'='	19000.0	nM	Inhibitory concentration against recombinant human cathepsin K
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NCc1cncs1	IC50	'='	14000.0	nM	Inhibitory concentration against recombinant human cathepsin K
C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1C(=O)N2CCO[C@H]12	IC50	'>'	2500.0	nM	In vitro Inhibitory activity against Cathepsin K cysteine protease by using Cbz-Phe-Arg-AMC
CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1	IC50	'='	0.83	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin K in fluorescence assay
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)cc1	IC50	'='	70.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N2CCS[C@@H]12)OCc1ccccc1	IC50	'>'	2500.0	nM	Inhibition of Cbz-Phe-Arg-AMC binding to Cathepsin K cysteine protease
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(OCc3ccccc3)cc2)cc1	IC50	'='	6.0	nM	Inhibition of recombinant human cathepsin K in fluorescence assay
C[S+]([O-])c1ccc(S(=O)(=O)C[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1	IC50				Inhibitory activity against humanized rabbit Cathepsin K
N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CC3CCCCC3)c2n1	IC50	'='	6.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
COc1ccc(NCCNC(=O)C2(Nc3ccccc3)CCCCC2)cc1	IC50	'='	11000.0	nM	Inhibitory activity against recombinant human Cathepsin K
CC[C@@H](CNc1ccc(OCc2nn[nH]n2)cc1)NC(=O)[C@H](CC(C)C)Nc1cccc(-c2ccccc2)c1	IC50	'='	11.0	nM	Inhibitory activity against recombinant human Cathepsin K
CC(F)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC(C#N)(C1CC1)C1CC1	IC50	'='	0.2	nM	Inhibition of humanized rabbit cathepsin K
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC(C)(C)C#N	IC50	'='	4.0	nM	Inhibition of humanized rabbit cathepsin K
N#Cc1nc(Nc2cccc([N+](=O)[O-])c2)nc(NC2CCCCC2)n1	IC50	'='	17.0	nM	Inhibition of human cathepsin K expressed in Pichia pastoris using Z-Phe-Arg-AMC as substrate after 30 mins by spectromicrofluorimetric method
N#Cc1ncc(C(=O)N[C@H](Cc2ccccc2)CN2CCCC2)c(NCC2CCC3(CC2)CC3)n1	IC50	'='	44.0	nM	Inhibition of human recombinant cathepsin K by fluorometric assay
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccccn1	IC50	'='	32.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
CSCC[C@@H](C=O)NC(=O)OC(C)(C)C	IC50	'='	78.0	nM	Inhibitory activity against recombinant human cathepsin K
CN(C)C(=O)c1ccc(Cc2cc3cnc(C#N)nc3n2CC(C)(C)C)cc1	IC50	'<'	1.0	nM	Inhibition of cathepsin K by fluorescence assay
CCCC[C@H](NC(=O)O[C@H](Cn1cnc(-c2ccc(C(F)(F)F)cc2)c1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1	IC50	'='	6.4	nM	Inhibition of human recombinant cathepsin K
O=C1O[C@@H]2CN1CC[C@@H]2OCc1ccccc1	IC50	'='	547.0	nM	Inhibition of human recombinant cathepsin X
S=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	'='	7149.0	nM	Inhibition of human recombinant cathepsin X
CC(C)C[C@H](NC(=O)c1ccc(-c2ccccc2)cc1)C(=O)NC1(C#N)CCS(=O)(=O)CC1	IC50	'='	0.11	nM	Inhibition of human cathepsin K
CCCC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C)CC3)cc2)c1	IC50	'='	87.0	nM	In vitro inhibitory activity against human cathepsin K, using 2 uM of Z -Leu-Arg-AMC as substrate
CN1CCC(CCOc2nc(C#N)nc(NCC3CCC4(CC3)CC4)c2Br)CC1	IC50	'='	100.0	nM	Inhibition of human recombinant cathepsin K by fluorometric assay
C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2ccc3c(c2)OCO3)CC1	IC50				Inhibition of human cathepsin K using fluorogenic peptide as substrate
CC(C)(C)Cn1c(CN2C(=O)NC3(CCNCC3)C2=O)cc2cnc(C#N)nc21	IC50	'<'	1.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
CCCCCCC[C@H]1O[C@@H]1C(OC(=O)c1ccc(I)cc1)C(=O)NC1CCCCC1	IC50	'='	5720.0	nM	Inhibition of recombinant human cathepsin K using Z-Phe-Arg-MCA as fluorogenic substrate preincubated for 5 mins followed by substrate addition and measured after 5 mins by fluorimetric analysis
CCCCNC(=O)C([C@H]1O[C@@H]1c1ccccc1Br)N(Cc1ccccc1)C(=O)c1ccccc1	IC50				Inhibition of recombinant human cathepsin K using Z-Phe-Arg-MCA as fluorogenic substrate preincubated for 5 mins followed by substrate addition and measured after 5 mins by fluorimetric analysis
CC(=O)Nc1ccc(OCc2cc3cnc(C#N)nc3n2CCC2CCCCC2)cc1	IC50	'>'	1000.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
N#Cc1nn(-c2cccc(C(F)(F)F)c2)c(=O)n(CCCN2CCOCC2)c1=O	IC50	'='	112.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CCCC3CCCCC3)c2n1	IC50	'>'	1000.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
CCCc1cc(-c2ccccc2)nc(C#N)n1	IC50	'='	985.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
CCCc1cc(-c2cccc(C3CCCC3)c2)nc(C#N)n1	IC50	'='	457.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
CCCc1cc(-c2ccc(C)c(C)c2)nc(C#N)n1	IC50	'='	96.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
CCOc1ccc(-c2nc(C#N)c3ncn(CCCN(C)C)c3n2)cc1C(F)(F)F	IC50	'='	117.0	nM	Inhibition of human recombinant cathepsin K
C[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1	IC50	'='	443.7	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.
CS(=O)(=O)c1ccc(-c2ccc(C[C@@H](C#N)NC(=O)C34CCC(CC3)CN4)c(F)c2)cc1	IC50	'='	800.0	nM	Inhbition Assay: The recombinant human DPPI was diluted in TAGZyme buffer to 1 U/ml (38.1 ug/ml, respectively), and then activated by mixing in a 1:2 ratio with a Cysteamine aqueous solution (2 mM) and incubating for 5 min at room temperature.Five uL test compound (final concentration 0.1 nM to 100 uM) in aqua bidest (containing 4% DMSO, final DMSO concentration 1%) were mixed with 10 uL of DPPI in MES buffer (final concentration 0.0125 ng/uL) and incubated for 10 min. Then, 5 uL of substrate in MES buffer (final concentration 50 uM) were added. The microtiter plates were then incubated at room temperature for 30 min. Then, the reaction was stopped by adding 10 uL of Gly-Phe-DMK in MES-buffer (final concentration 1 uM). The fluorescence in the wells was determined using a Molecular Devices SpectraMax M5 Fluorescence Reader (Ex 360 nm, Em 460 nm) or an Envision Fluorescence Reader (Ex 355 nm, Em 460 nm).
C/C=C\C[C@@H](C=O)NC(=O)OC(C)(C)C	IC50	'='	41.0	nM	Inhibitory activity against recombinant human cathepsin K
CCN(C#N)CC	IC50	'>'	100000.0	nM	Inhibitory activity tested against Human Cathepsin K using Z-Phe-Arg-pNA as substrate
CCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1	IC50	'='	33.0	nM	Inhibition of human recombinant cathepsin K
CCCC[C@H](NC(=O)O[C@@H](CCc1ccccc1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	912.01	nM	Inhibition of human cathepsin K
CCCC[C@H](NC(=O)OC(C1CCCC1)C1CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	6.31	nM	Inhibition of human cathepsin K
CCCC[C@H](C=O)NC(=O)OC(C)(C)C	IC50	'='	51.0	nM	Inhibitory concentration against human cathepsin K using 10 uM Cbz-Phe-Arg-AMC
CCCC[C@H](NC(=O)OCC1(CSc2ncc(-c3ccc(Cl)cc3)n2C)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	230.0	nM	Inhibitory potency against human Cathepsin K
CCCC[C@H](NC(=O)OCC1(COc2nccs2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	37.0	nM	Inhibitory potency against human Cathepsin K
CCCC[C@H](NC(=O)OCC1(COc2ccnc(N3CCN(C)CC3)n2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	54.0	nM	Inhibitory potency against human Cathepsin K
N#CN1CCCC1CNC(=O)c1ccccc1	IC50	'='	13700.0	nM	Inhibitory activity tested against Human Cathepsin K using Z-Phe-Arg-pNA as substrate
CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ncc(Br)cc2F)CC1)C(=O)C(=O)NC1CC1	IC50	'='	298.8	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.
CCCC[C@H](NC(=O)OCC1(CCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	24.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin K in fluorescence assay
O=C(CS(=O)(=O)/C=C/c1ccccc1)N1CCCN(Cc2ccsc2)CC1	IC50	'>'	30000.0	nM	Inhibition of human recombinant His-tagged cathepsin K using Cbz-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition by FRET assay
CCCC[C@H](NC(=O)OCC1(CC)CCC1)C(=O)C(=O)Nc1ccnn1CC(C)C	IC50	'='	76.0	nM	Inhibitory potency against human Cathepsin K
CCCC[C@H](NC(=O)OCC1(CC)CCC1)C(=O)C(=O)Nc1ccnn1C1CCCCC1	IC50	'='	58.0	nM	Inhibitory potency against human Cathepsin K
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCCN3)cc2)cc1	IC50	'='	1000.0	nM	Inhibition of Cathepsin K (unknown origin)
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3C[C@@H](O)CCN3)cc2)cc1	IC50	'='	6309.57	nM	Inhibition of Cathepsin K (unknown origin)
CCCC[C@@H](C=O)NC(=O)OC(C)(C(C)C)C(C)C	IC50	'='	4.7	nM	Inhibitory concentration against recombinant human cathepsin K determined in a fluorescence assay using 10 uM Cbz-Phe-Arg-AMC as substrate
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OCCn2ccnc2)cc1	IC50	'='	855.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
CN(/N=C(/c1ccccc1)c1cccc(C(=O)c2ccccc2)c1)C(N)=S	IC50	'='	17.4	nM	Biological Assay: Recombinant human procathepsin K was obtained from Enzo Life Sciences. Activation of the proenzyme was performed in 32.5 mM sodium acetate pH 3.5, EDTA 1 mM, NaCl 500 mM, human procathepsin K 5.5 uM, at room temperature. Activation times were optimized and varied between 35 and 150 minutes. Cathepsin K was preincubated with test compounds at various concentrations for 5 minutes at 25C. The assay was initiated by addition of substrate Z-Phe-Arg-aminomethylcoumarin ('Z-F-R-AMC' Bacchem) and the final assay conditions were 1.5 nM cathepsin K, 50 uM Z-F-R-AMC, 150 mM sodium acetate pH 5.5, 2.5 mM EDTA (Omnipure), 2.5 mM DTT (EMD), 0.01% BRIJ 35 (Sigma), and 4.0% DMSO (Acros). Test compounds were serially diluted with DMSO and water to include a final concentration range of 10 uM to 10 pM. The reaction was monitored fluorometrically for 5 minutes at 25C. using black 96-well Corning 3686 assay microplates with a Thermo Fluoroskan Ascent FL microplate reader.
COc1ccc(C(=O)c2cccc(/C(=N/NC(N)=S)c3ccc(O)cc3)c2)cc1	IC50	'='	6162.0	nM	Biological Assay: Recombinant human procathepsin K was obtained from Enzo Life Sciences. Activation of the proenzyme was performed in 32.5 mM sodium acetate pH 3.5, EDTA 1 mM, NaCl 500 mM, human procathepsin K 5.5 uM, at room temperature. Activation times were optimized and varied between 35 and 150 minutes. Cathepsin K was preincubated with test compounds at various concentrations for 5 minutes at 25C. The assay was initiated by addition of substrate Z-Phe-Arg-aminomethylcoumarin ('Z-F-R-AMC' Bacchem) and the final assay conditions were 1.5 nM cathepsin K, 50 uM Z-F-R-AMC, 150 mM sodium acetate pH 5.5, 2.5 mM EDTA (Omnipure), 2.5 mM DTT (EMD), 0.01% BRIJ 35 (Sigma), and 4.0% DMSO (Acros). Test compounds were serially diluted with DMSO and water to include a final concentration range of 10 uM to 10 pM. The reaction was monitored fluorometrically for 5 minutes at 25C. using black 96-well Corning 3686 assay microplates with a Thermo Fluoroskan Ascent FL microplate reader.
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OCCN(C)C)cc1	IC50	'>'	1000.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1	IC50	'='	372.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OCc2ccccc2)cc1	IC50	'='	54.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
Cc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1	IC50	'='	11.0	nM	Inhibition of human recombinant cathepsin-k using Z-Phe-Arg-AMC as substrate preincubated for 15 mins measured after 1 hr by QFRET assay
N#CN1CCC(NC(=O)c2ccccc2)C1	IC50	'='	370.0	nM	Inhibitory activity tested against Human Cathepsin K using Z-Phe-Arg-pNA as substrate
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cccnc2)CCN1c1ccc(Cl)c(Cl)c1	IC50	'='	50000.0	nM	Inhibition of human Cathepsin K using Ac-LR-AMC as fluorogenic substrate incubated for 60 mins by FRET assay
CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2nc3ccccc3s2)CC1(C)C)C(=O)C(=O)Nc1cc[nH]n1	IC50	'='	0.81	nM	Inhibition of recombinant human cathepsin K by fluorescence assay
CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)OCc2ccc(-c3ccccc3)cc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	2.1	nM	Inhibition of recombinant human cathepsin K by fluorescence assay
CC(C)(C)OC(=O)N[C@H](C=O)Cc1ccccc1	IC50	'='	110.0	nM	Inhibitory activity against recombinant human cathepsin K
CNC(=O)NCCCC[C@H](NC(=O)OCC1(Cc2c(F)cccc2F)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	24.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin K in fluorescence assay
N#CN1CCC(NC(=O)OCc2ccccc2)C1	IC50	'='	90.0	nM	Effect of 10 mM of GSH on the inhibitory activity of compound against Cathepsin K, at pH 5.5
CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)c1nc(C(=O)OCC)cs1	IC50	'='	13000.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin K by fluorescence assay
CCCC[C@H](NC(=O)OCC1(CCCOc2ccnc(Cl)n2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'>'	12000.0	nM	Inhibitory potency against human Cathepsin K
CCCC[C@H](NC(=O)OCC1(COc2nc(C(F)(F)F)cs2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	7.9	nM	Inhibitory potency against human Cathepsin K
N#CN1CCC(CNS(=O)(=O)c2ccccc2)C1	IC50	'='	200.0	nM	Inhibitory activity tested against Human Cathepsin K using Z-Phe-Arg-pNA as substrate
CC(=O)N1CC(=O)C(NC(=O)[C@H](CC(C)(C)F)N[C@@H](c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)C(F)(F)F)C1	IC50	'='	4.2	nM	Inhibition of humanized rabbit cathepsin K
Cc1nc(NC2CCCCC2)c2ncn([C@@H]3O[C@H](O)[C@@H](O)[C@H]3O)c2n1	IC50	'>>'	1000.0	nM	Inhibitory concentration against recombinant human cathepsin K by using Z-Phe-Arg-AMC as synthetic substrate
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N	IC50	'='	0.2	nM	Inhibition of humanized rabbit Cathepsin K
O=C(NC(Cc1ccccc1)C(=O)NC1C(=O)N2CCO[C@@H]12)OCc1ccccc1	IC50	'='	5.0	nM	Inhibition of Cbz-Phe-Arg-AMC binding to Cathepsin K cysteine protease
